Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note,Max Year Code
195,'686,Senegal,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,4,A,Official estimate integrated with FAO data,20212023
195,'686,Senegal,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,3,A,Official estimate integrated with FAO data,20212023
195,'686,Senegal,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,5,A,Official estimate integrated with FAO data,20212023
195,'686,Senegal,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,4,A,Official estimate integrated with FAO data,20212023
195,'686,Senegal,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,2.8,A,Official estimate integrated with FAO data,20212023
195,'686,Senegal,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,5.1,A,Official estimate integrated with FAO data,20212023
195,'686,Senegal,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),6121,Value,2022,2022,%,3.4,X,,2022
195,'686,Senegal,21042,Prevalence of obesity in the adult population (18 years and older) (percent),6121,Value,2022,2022,%,10.2,X,,2022
195,'686,Senegal,210420,Number of obese adults (18 years and older) (million),6132,Value,2022,2022,million No,0.9,X,,2022
195,'686,Senegal,21043,Prevalence of anemia among women of reproductive age (15-49 years) (percent),6121,Value,2019,2019,%,52.7,X,,2019
195,'686,Senegal,21044,Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent),6121,Value,2022,2022,%,,X,,2022
195,'686,Senegal,21045,Percentage of population using safely managed drinking water services (percent),6121,Value,2022,2022,%,27,X,,2022
195,'686,Senegal,21046,Percentage of population using safely managed sanitation services (percent),6121,Value,2022,2022,%,14,X,,2022
195,'686,Senegal,21047,Percentage of population using at least basic drinking water services (percent),6121,Value,2022,2022,%,86,X,,2022
195,'686,Senegal,21048,Percentage of population using at least basic sanitation services (percent),6121,Value,2022,2022,%,60,X,,2022
195,'686,Senegal,21049,Prevalence of low birthweight (percent),6121,Value,2020,2020,%,17.2,X,,2020
195,'686,Senegal,21056,Minimum dietary energy requirement  (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,1770,E,,2023
195,'686,Senegal,21057,Average dietary energy requirement (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2283,E,,2023
195,'686,Senegal,21058,Coefficient of variation of habitual caloric consumption distribution (real number),6173,Value,2023,2023,No,0.25,E,,2023
195,'686,Senegal,21059,Incidence of caloric losses at retail distribution level (percent),6121,Value,2023,2023,%,2.9,E,,2023
195,'686,Senegal,21061,Average fat supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,77.9,E,,20202022
195,'686,Senegal,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20212023,2021-2023,kcal/cap/d,2828,E,,20212023
195,'686,Senegal,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2844,E,Imputed value,2023
195,'686,Senegal,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2022,2022,Int$/cap,4330.6,X,,2022
215,'834,United Republic of Tanzania,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20212023,2021-2023,%,23.8,E,,20212023
215,'834,United Republic of Tanzania,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,58.1,A,Official estimate integrated with FAO data,20212023
215,'834,United Republic of Tanzania,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,56,A,Official estimate integrated with FAO data,20212023
215,'834,United Republic of Tanzania,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,60.1,A,Official estimate integrated with FAO data,20212023
215,'834,United Republic of Tanzania,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,58.3,A,Official estimate integrated with FAO data,20212023
215,'834,United Republic of Tanzania,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,56,A,Official estimate integrated with FAO data,20212023
215,'834,United Republic of Tanzania,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,60.6,A,Official estimate integrated with FAO data,20212023
215,'834,United Republic of Tanzania,21010,Average dietary energy supply adequacy (percent) (3-year average),6121,Value,20212023,2021-2023,%,110,E,,20212023
215,'834,United Republic of Tanzania,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20202022,2020-2022,%,58,E,,20202022
215,'834,United Republic of Tanzania,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,57.5,E,,20202022
215,'834,United Republic of Tanzania,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,13.2,E,,20202022
215,'834,United Republic of Tanzania,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2017,2017,km,0.3,X,,2017
215,'834,United Republic of Tanzania,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),6121,Value,2022,2022,%,30.6,X,,2022
215,'834,United Republic of Tanzania,21026,Percentage of children under 5 years affected by wasting (percent),6121,Value,2022,2022,%,3.1,X,,2022
215,'834,United Republic of Tanzania,21031,Per capita food supply variability (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,20,E,,2023
215,'834,United Republic of Tanzania,21032,Political stability and absence of violence/terrorism (index),6125,Value,2022,2022,,-0.27,X,,2022
215,'834,United Republic of Tanzania,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20202022,2020-2022,%,13,E,,20202022
215,'834,United Republic of Tanzania,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20202022,2020-2022,%,0.4,E,,20202022
215,'834,United Republic of Tanzania,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20202022,2020-2022,%,-0.9,E,,20202022
215,'834,United Republic of Tanzania,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,25.2,A,Official estimate integrated with FAO data,20212023
215,'834,United Republic of Tanzania,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,23.6,A,Official estimate integrated with FAO data,20212023
215,'834,United Republic of Tanzania,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,26.8,A,Official estimate integrated with FAO data,20212023
215,'834,United Republic of Tanzania,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,25.6,A,Official estimate integrated with FAO data,20212023
215,'834,United Republic of Tanzania,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,23.8,A,Official estimate integrated with FAO data,20212023
215,'834,United Republic of Tanzania,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,27.4,A,Official estimate integrated with FAO data,20212023
215,'834,United Republic of Tanzania,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),6121,Value,2022,2022,%,4.6,X,,2022
215,'834,United Republic of Tanzania,21042,Prevalence of obesity in the adult population (18 years and older) (percent),6121,Value,2022,2022,%,12.6,X,,2022
215,'834,United Republic of Tanzania,210420,Number of obese adults (18 years and older) (million),6132,Value,2022,2022,million No,4.1,X,,2022
215,'834,United Republic of Tanzania,21043,Prevalence of anemia among women of reproductive age (15-49 years) (percent),6121,Value,2019,2019,%,38.9,X,,2019
215,'834,United Republic of Tanzania,21044,Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent),6121,Value,2022,2022,%,64.3,X,,2022
215,'834,United Republic of Tanzania,21045,Percentage of population using safely managed drinking water services (percent),6121,Value,2022,2022,%,11,X,,2022
215,'834,United Republic of Tanzania,21046,Percentage of population using safely managed sanitation services (percent),6121,Value,2022,2022,%,25,X,,2022
215,'834,United Republic of Tanzania,21047,Percentage of population using at least basic drinking water services (percent),6121,Value,2022,2022,%,61,X,,2022
215,'834,United Republic of Tanzania,21048,Percentage of population using at least basic sanitation services (percent),6121,Value,2022,2022,%,31,X,,2022
215,'834,United Republic of Tanzania,21049,Prevalence of low birthweight (percent),6121,Value,2020,2020,%,9.7,X,,2020
215,'834,United Republic of Tanzania,21056,Minimum dietary energy requirement  (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,1680,E,,2023
215,'834,United Republic of Tanzania,21057,Average dietary energy requirement (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2159,E,,2023
215,'834,United Republic of Tanzania,21058,Coefficient of variation of habitual caloric consumption distribution (real number),6173,Value,2023,2023,No,0.36,E,,2023
215,'834,United Republic of Tanzania,21059,Incidence of caloric losses at retail distribution level (percent),6121,Value,2023,2023,%,3.4,E,,2023
215,'834,United Republic of Tanzania,21061,Average fat supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,57.2,E,,20202022
215,'834,United Republic of Tanzania,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20212023,2021-2023,kcal/cap/d,2373,E,,20212023
215,'834,United Republic of Tanzania,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2372,E,Imputed value,2023
215,'834,United Republic of Tanzania,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2022,2022,Int$/cap,3504.2,X,,2022
217,'768,Togo,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20212023,2021-2023,%,12.8,E,,20212023
217,'768,Togo,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,55.6,A,Official estimate integrated with FAO data,20212023
217,'768,Togo,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,52.8,A,Official estimate integrated with FAO data,20212023
217,'768,Togo,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,58.3,A,Official estimate integrated with FAO data,20212023
217,'768,Togo,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,58.5,A,Official estimate integrated with FAO data,20212023
217,'768,Togo,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,56,A,Official estimate integrated with FAO data,20212023
217,'768,Togo,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,61,A,Official estimate integrated with FAO data,20212023
217,'768,Togo,21010,Average dietary energy supply adequacy (percent) (3-year average),6121,Value,20212023,2021-2023,%,114,E,,20212023
217,'768,Togo,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20202022,2020-2022,%,69,E,,20202022
217,'768,Togo,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,55,E,,20202022
217,'768,Togo,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,8.3,E,,20202022
217,'768,Togo,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),6121,Value,2022,2022,%,22.3,X,,2022
217,'768,Togo,21026,Percentage of children under 5 years affected by wasting (percent),6121,Value,2022,2022,%,,X,,2022
217,'768,Togo,21031,Per capita food supply variability (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,64,E,,2023
217,'768,Togo,21032,Political stability and absence of violence/terrorism (index),6125,Value,2022,2022,,-0.71,X,,2022
217,'768,Togo,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20202022,2020-2022,%,31,E,,20202022
217,'768,Togo,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20202022,2020-2022,%,0.1,E,,20202022
217,'768,Togo,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20202022,2020-2022,%,29.1,E,,20202022
217,'768,Togo,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,10,A,Official estimate integrated with FAO data,20212023
217,'768,Togo,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,8.3,A,Official estimate integrated with FAO data,20212023
217,'768,Togo,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,11.8,A,Official estimate integrated with FAO data,20212023
217,'768,Togo,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,11.8,A,Official estimate integrated with FAO data,20212023
217,'768,Togo,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,10,A,Official estimate integrated with FAO data,20212023
217,'768,Togo,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,13.6,A,Official estimate integrated with FAO data,20212023
217,'768,Togo,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),6121,Value,2022,2022,%,2.2,X,,2022
217,'768,Togo,21042,Prevalence of obesity in the adult population (18 years and older) (percent),6121,Value,2022,2022,%,11.6,X,,2022
217,'768,Togo,210420,Number of obese adults (18 years and older) (million),6132,Value,2022,2022,million No,0.5,X,,2022
217,'768,Togo,21043,Prevalence of anemia among women of reproductive age (15-49 years) (percent),6121,Value,2019,2019,%,45.7,X,,2019
217,'768,Togo,21044,Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent),6121,Value,2022,2022,%,,X,,2022
217,'768,Togo,21045,Percentage of population using safely managed drinking water services (percent),6121,Value,2022,2022,%,19,X,,2022
217,'768,Togo,21046,Percentage of population using safely managed sanitation services (percent),6121,Value,2022,2022,%,6,X,,2022
217,'768,Togo,21047,Percentage of population using at least basic drinking water services (percent),6121,Value,2022,2022,%,71,X,,2022
217,'768,Togo,21048,Percentage of population using at least basic sanitation services (percent),6121,Value,2022,2022,%,19,X,,2022
217,'768,Togo,21049,Prevalence of low birthweight (percent),6121,Value,2020,2020,%,14.3,X,,2020
217,'768,Togo,21056,Minimum dietary energy requirement  (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,1754,E,,2023
217,'768,Togo,21057,Average dietary energy requirement (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2262,E,,2023
217,'768,Togo,21058,Coefficient of variation of habitual caloric consumption distribution (real number),6173,Value,2023,2023,No,0.28,E,,2023
217,'768,Togo,21059,Incidence of caloric losses at retail distribution level (percent),6121,Value,2023,2023,%,2.67,E,,2023
217,'768,Togo,21061,Average fat supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,57.7,E,,20202022
217,'768,Togo,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20212023,2021-2023,kcal/cap/d,2579,E,,20212023
217,'768,Togo,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2586,E,Imputed value,2023
217,'768,Togo,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2022,2022,Int$/cap,2769.2,X,,2022
219,'776,Tonga,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20212023,2021-2023,%,,O,,20212023
219,'776,Tonga,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,14.8,A,Official estimate,20212023
219,'776,Tonga,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,11.6,A,Official estimate,20212023
219,'776,Tonga,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,17.9,A,Official estimate,20212023
219,'776,Tonga,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,14.8,A,Official estimate,20212023
219,'776,Tonga,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,11.6,A,Official estimate,20212023
219,'776,Tonga,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,17.9,A,Official estimate,20212023
219,'776,Tonga,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20202022,2020-2022,%,34,E,,20202022
219,'776,Tonga,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,128.8,E,,20202022
219,'776,Tonga,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,82.7,E,,20202022
219,'776,Tonga,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),6121,Value,2022,2022,%,1.8,X,,2022
219,'776,Tonga,21026,Percentage of children under 5 years affected by wasting (percent),6121,Value,2022,2022,%,,X,,2022
219,'776,Tonga,21032,Political stability and absence of violence/terrorism (index),6125,Value,2022,2022,,1.11,X,,2022
219,'776,Tonga,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20202022,2020-2022,%,390,E,,20202022
219,'776,Tonga,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20202022,2020-2022,%,,E,,20202022
219,'776,Tonga,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20202022,2020-2022,%,99,E,,20202022
219,'776,Tonga,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,2.6,A,Official estimate,20212023
219,'776,Tonga,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,1.2,A,Official estimate,20212023
219,'776,Tonga,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,3.9,A,Official estimate,20212023
219,'776,Tonga,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,2.6,A,Official estimate,20212023
219,'776,Tonga,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,1.2,A,Official estimate,20212023
219,'776,Tonga,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,3.9,A,Official estimate,20212023
219,'776,Tonga,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),6121,Value,2022,2022,%,10.9,X,,2022
219,'776,Tonga,21042,Prevalence of obesity in the adult population (18 years and older) (percent),6121,Value,2022,2022,%,71.7,X,,2022
219,'776,Tonga,210420,Number of obese adults (18 years and older) (million),6132,Value,2022,2022,million No,<0.1,X,,2022
219,'776,Tonga,21043,Prevalence of anemia among women of reproductive age (15-49 years) (percent),6121,Value,2019,2019,%,28.5,X,,2019
219,'776,Tonga,21044,Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent),6121,Value,2022,2022,%,,X,,2022
219,'776,Tonga,21045,Percentage of population using safely managed drinking water services (percent),6121,Value,2022,2022,%,30,X,,2022
219,'776,Tonga,21046,Percentage of population using safely managed sanitation services (percent),6121,Value,2022,2022,%,32,X,,2022
219,'776,Tonga,21047,Percentage of population using at least basic drinking water services (percent),6121,Value,2022,2022,%,99,X,,2022
219,'776,Tonga,21048,Percentage of population using at least basic sanitation services (percent),6121,Value,2022,2022,%,95,X,,2022
219,'776,Tonga,21049,Prevalence of low birthweight (percent),6121,Value,2020,2020,%,,X,,2020
219,'776,Tonga,21056,Minimum dietary energy requirement  (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,1907,E,,2023
219,'776,Tonga,21057,Average dietary energy requirement (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2465,E,,2023
219,'776,Tonga,21058,Coefficient of variation of habitual caloric consumption distribution (real number),6173,Value,2023,2023,No,0.11,E,,2023
219,'776,Tonga,21059,Incidence of caloric losses at retail distribution level (percent),6121,Value,2023,2023,%,3.02,E,,2023
219,'776,Tonga,21061,Average fat supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,121.8,E,,20202022
219,'776,Tonga,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2021,2021,Int$/cap,6778.5,X,,2021
233,'854,Burkina Faso,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20212023,2021-2023,%,15.4,E,,20212023
233,'854,Burkina Faso,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,39.3,A,Official estimate,20212023
233,'854,Burkina Faso,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,36.8,A,Official estimate,20212023
233,'854,Burkina Faso,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,41.9,A,Official estimate,20212023
233,'854,Burkina Faso,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,42.1,A,Official estimate,20212023
233,'854,Burkina Faso,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,39.6,A,Official estimate,20212023
233,'854,Burkina Faso,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,44.7,A,Official estimate,20212023
233,'854,Burkina Faso,21010,Average dietary energy supply adequacy (percent) (3-year average),6121,Value,20212023,2021-2023,%,119,E,,20212023
233,'854,Burkina Faso,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20202022,2020-2022,%,58,E,,20202022
233,'854,Burkina Faso,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,91.8,E,,20202022
233,'854,Burkina Faso,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,18.3,E,,20202022
233,'854,Burkina Faso,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2021,2021,km,0.2,X,,2021
233,'854,Burkina Faso,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),6121,Value,2022,2022,%,21.8,X,,2022
233,'854,Burkina Faso,21026,Percentage of children under 5 years affected by wasting (percent),6121,Value,2022,2022,%,,X,,2022
233,'854,Burkina Faso,21031,Per capita food supply variability (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,25,E,,2023
233,'854,Burkina Faso,21032,Political stability and absence of violence/terrorism (index),6125,Value,2022,2022,,-1.78,X,,2022
233,'854,Burkina Faso,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20202022,2020-2022,%,10,E,,20202022
233,'854,Burkina Faso,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20202022,2020-2022,%,0.2,E,,20202022
233,'854,Burkina Faso,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20202022,2020-2022,%,17.1,E,,20202022
233,'854,Burkina Faso,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,6.8,A,Official estimate,20212023
233,'854,Burkina Faso,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,5.6,A,Official estimate,20212023
233,'854,Burkina Faso,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,8.1,A,Official estimate,20212023
233,'854,Burkina Faso,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,7.6,A,Official estimate,20212023
233,'854,Burkina Faso,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,6.3,A,Official estimate,20212023
233,'854,Burkina Faso,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,8.9,A,Official estimate,20212023
233,'854,Burkina Faso,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),6121,Value,2022,2022,%,2,X,,2022
233,'854,Burkina Faso,21042,Prevalence of obesity in the adult population (18 years and older) (percent),6121,Value,2022,2022,%,6.7,X,,2022
233,'854,Burkina Faso,210420,Number of obese adults (18 years and older) (million),6132,Value,2022,2022,million No,0.8,X,,2022
233,'854,Burkina Faso,21043,Prevalence of anemia among women of reproductive age (15-49 years) (percent),6121,Value,2019,2019,%,52.5,X,,2019
233,'854,Burkina Faso,21044,Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent),6121,Value,2022,2022,%,,X,,2022
233,'854,Burkina Faso,21046,Percentage of population using safely managed sanitation services (percent),6121,Value,2022,2022,%,10,X,,2022
233,'854,Burkina Faso,21047,Percentage of population using at least basic drinking water services (percent),6121,Value,2022,2022,%,50,X,,2022
233,'854,Burkina Faso,21048,Percentage of population using at least basic sanitation services (percent),6121,Value,2022,2022,%,25,X,,2022
233,'854,Burkina Faso,21049,Prevalence of low birthweight (percent),6121,Value,2020,2020,%,18.5,X,,2020
233,'854,Burkina Faso,21056,Minimum dietary energy requirement  (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,1741,E,,2023
233,'854,Burkina Faso,21057,Average dietary energy requirement (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2245,E,,2023
233,'854,Burkina Faso,21058,Coefficient of variation of habitual caloric consumption distribution (real number),6173,Value,2023,2023,No,0.35,E,,2023
233,'854,Burkina Faso,21059,Incidence of caloric losses at retail distribution level (percent),6121,Value,2023,2023,%,2.97,E,,2023
233,'854,Burkina Faso,21061,Average fat supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,61.8,E,,20202022
233,'854,Burkina Faso,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20212023,2021-2023,kcal/cap/d,2665,E,,20212023
233,'854,Burkina Faso,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2668,E,Imputed value,2023
233,'854,Burkina Faso,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2022,2022,Int$/cap,2448.1,X,,2022
234,'858,Uruguay,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20212023,2021-2023,%,<2.5,E,,20212023
234,'858,Uruguay,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,18.7,A,Official estimate integrated with FAO data,20212023
