Survey Code,Survey,Geographic Level Code,Geographic Level,Food Group Code,Food Group,Indicator Code,Indicator,Element Code,Element,Unit,Value,Flag,Note,Area,Year Code,Max Year Code
032_2018,Argentina - 2018,10000,National,FG1,Cereals and their products,3314,Thiamin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0.41,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG1,Cereals and their products,3314,Thiamin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0.55,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG2,"Roots, tubers, plantains and their products",3314,Thiamin apparent intake,6209A,Average,mg/cap/d,0.06,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG2,"Roots, tubers, plantains and their products",3314,Thiamin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0.05,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG2,"Roots, tubers, plantains and their products",3314,Thiamin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0.07,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG3,"Pulses, seeds and nuts and their products",3314,Thiamin apparent intake,6209A,Average,mg/cap/d,0.01,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG3,"Pulses, seeds and nuts and their products",3314,Thiamin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG3,"Pulses, seeds and nuts and their products",3314,Thiamin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0.01,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG4,Milk and milk products,3314,Thiamin apparent intake,6209A,Average,mg/cap/d,0.04,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG4,Milk and milk products,3314,Thiamin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0.03,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG4,Milk and milk products,3314,Thiamin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0.06,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG5,Eggs and their products,3314,Thiamin apparent intake,6209A,Average,mg/cap/d,0.01,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG5,Eggs and their products,3314,Thiamin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG5,Eggs and their products,3314,Thiamin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0.01,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG6,"Fish, shellfish and their products",3314,Thiamin apparent intake,6209A,Average,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG6,"Fish, shellfish and their products",3314,Thiamin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG6,"Fish, shellfish and their products",3314,Thiamin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG7,Meat and meat products,3314,Thiamin apparent intake,6209A,Average,mg/cap/d,0.21,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG7,Meat and meat products,3314,Thiamin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0.15,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG7,Meat and meat products,3314,Thiamin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0.28,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG9,Vegetables and their products,3314,Thiamin apparent intake,6209A,Average,mg/cap/d,0.07,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG9,Vegetables and their products,3314,Thiamin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0.05,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG9,Vegetables and their products,3314,Thiamin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0.09,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG10,Fruits and their products,3314,Thiamin apparent intake,6209A,Average,mg/cap/d,0.02,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG10,Fruits and their products,3314,Thiamin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0.01,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG10,Fruits and their products,3314,Thiamin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0.04,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG11,Fats and oils,3314,Thiamin apparent intake,6209A,Average,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG12,Sweets and sugars,3314,Thiamin apparent intake,6209A,Average,mg/cap/d,0.02,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG12,Sweets and sugars,3314,Thiamin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0.01,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG12,Sweets and sugars,3314,Thiamin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0.03,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG13,Spices and condiments,3314,Thiamin apparent intake,6209A,Average,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG13,Spices and condiments,3314,Thiamin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG13,Spices and condiments,3314,Thiamin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0.01,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG14,Beverages,3314,Thiamin apparent intake,6209A,Average,mg/cap/d,0.02,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG14,Beverages,3314,Thiamin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0.01,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG14,Beverages,3314,Thiamin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0.03,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG15,Foods for particular nutritional uses,3314,Thiamin apparent intake,6209A,Average,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG15,Foods for particular nutritional uses,3314,Thiamin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG15,Foods for particular nutritional uses,3314,Thiamin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG17,Food additives,3314,Thiamin apparent intake,6209A,Average,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG17,Food additives,3314,Thiamin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG17,Food additives,3314,Thiamin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG18,Composite dishes,3314,Thiamin apparent intake,6209A,Average,mg/cap/d,0.09,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG18,Composite dishes,3314,Thiamin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0.06,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG18,Composite dishes,3314,Thiamin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0.12,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG19,Savoury snacks,3314,Thiamin apparent intake,6209A,Average,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG19,Savoury snacks,3314,Thiamin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG19,Savoury snacks,3314,Thiamin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG20,Miscellaneous,3314,Thiamin apparent intake,6209A,Average,mg/cap/d,0.11,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG20,Miscellaneous,3314,Thiamin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0.07,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG20,Miscellaneous,3314,Thiamin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0.16,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG0,All food groups,3315,Riboflavin apparent intake,6209A,Average,mg/cap/d,1.55,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG0,All food groups,3315,Riboflavin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,1.2,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG0,All food groups,3315,Riboflavin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,1.91,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FGD,All food groups (excluding beverages),3315,Riboflavin apparent intake,6209A,Average,mg/cap/d,1.52,E,,Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG1,Cereals and their products,3315,Riboflavin apparent intake,6209A,Average,mg/cap/d,0.53,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG1,Cereals and their products,3315,Riboflavin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0.49,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG1,Cereals and their products,3315,Riboflavin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0.56,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG2,"Roots, tubers, plantains and their products",3315,Riboflavin apparent intake,6209A,Average,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG2,"Roots, tubers, plantains and their products",3315,Riboflavin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG2,"Roots, tubers, plantains and their products",3315,Riboflavin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG3,"Pulses, seeds and nuts and their products",3315,Riboflavin apparent intake,6209A,Average,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG3,"Pulses, seeds and nuts and their products",3315,Riboflavin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG3,"Pulses, seeds and nuts and their products",3315,Riboflavin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG4,Milk and milk products,3315,Riboflavin apparent intake,6209A,Average,mg/cap/d,0.25,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG4,Milk and milk products,3315,Riboflavin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0.19,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG4,Milk and milk products,3315,Riboflavin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0.32,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG5,Eggs and their products,3315,Riboflavin apparent intake,6209A,Average,mg/cap/d,0.06,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG5,Eggs and their products,3315,Riboflavin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0.04,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG5,Eggs and their products,3315,Riboflavin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0.08,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG6,"Fish, shellfish and their products",3315,Riboflavin apparent intake,6209A,Average,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG6,"Fish, shellfish and their products",3315,Riboflavin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG6,"Fish, shellfish and their products",3315,Riboflavin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG7,Meat and meat products,3315,Riboflavin apparent intake,6209A,Average,mg/cap/d,0.32,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG7,Meat and meat products,3315,Riboflavin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0.24,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG7,Meat and meat products,3315,Riboflavin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0.4,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG9,Vegetables and their products,3315,Riboflavin apparent intake,6209A,Average,mg/cap/d,0.03,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG9,Vegetables and their products,3315,Riboflavin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0.02,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG9,Vegetables and their products,3315,Riboflavin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0.04,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG10,Fruits and their products,3315,Riboflavin apparent intake,6209A,Average,mg/cap/d,0.02,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG10,Fruits and their products,3315,Riboflavin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0.01,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG10,Fruits and their products,3315,Riboflavin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0.03,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG11,Fats and oils,3315,Riboflavin apparent intake,6209A,Average,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG12,Sweets and sugars,3315,Riboflavin apparent intake,6209A,Average,mg/cap/d,0.04,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG12,Sweets and sugars,3315,Riboflavin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0.02,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG12,Sweets and sugars,3315,Riboflavin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0.06,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG13,Spices and condiments,3315,Riboflavin apparent intake,6209A,Average,mg/cap/d,0.01,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG13,Spices and condiments,3315,Riboflavin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG13,Spices and condiments,3315,Riboflavin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0.01,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG14,Beverages,3315,Riboflavin apparent intake,6209A,Average,mg/cap/d,0.03,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG14,Beverages,3315,Riboflavin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0.01,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG14,Beverages,3315,Riboflavin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0.05,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG15,Foods for particular nutritional uses,3315,Riboflavin apparent intake,6209A,Average,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG15,Foods for particular nutritional uses,3315,Riboflavin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG15,Foods for particular nutritional uses,3315,Riboflavin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0.01,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG17,Food additives,3315,Riboflavin apparent intake,6209A,Average,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG17,Food additives,3315,Riboflavin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG17,Food additives,3315,Riboflavin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG18,Composite dishes,3315,Riboflavin apparent intake,6209A,Average,mg/cap/d,0.11,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG18,Composite dishes,3315,Riboflavin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0.07,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG18,Composite dishes,3315,Riboflavin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0.14,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG19,Savoury snacks,3315,Riboflavin apparent intake,6209A,Average,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG19,Savoury snacks,3315,Riboflavin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG19,Savoury snacks,3315,Riboflavin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG20,Miscellaneous,3315,Riboflavin apparent intake,6209A,Average,mg/cap/d,0.15,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG20,Miscellaneous,3315,Riboflavin apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0.09,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG20,Miscellaneous,3315,Riboflavin apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0.2,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG0,All food groups,3316,Vitamin B6 apparent intake,6209A,Average,mg/cap/d,1.62,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG0,All food groups,3316,Vitamin B6 apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,1.22,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG0,All food groups,3316,Vitamin B6 apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,2.02,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FGD,All food groups (excluding beverages),3316,Vitamin B6 apparent intake,6209A,Average,mg/cap/d,1.58,E,,Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG1,Cereals and their products,3316,Vitamin B6 apparent intake,6209A,Average,mg/cap/d,0.47,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG1,Cereals and their products,3316,Vitamin B6 apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0.44,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG1,Cereals and their products,3316,Vitamin B6 apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0.51,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG2,"Roots, tubers, plantains and their products",3316,Vitamin B6 apparent intake,6209A,Average,mg/cap/d,0.09,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG2,"Roots, tubers, plantains and their products",3316,Vitamin B6 apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0.07,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG2,"Roots, tubers, plantains and their products",3316,Vitamin B6 apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0.11,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG3,"Pulses, seeds and nuts and their products",3316,Vitamin B6 apparent intake,6209A,Average,mg/cap/d,0.01,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG3,"Pulses, seeds and nuts and their products",3316,Vitamin B6 apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG3,"Pulses, seeds and nuts and their products",3316,Vitamin B6 apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0.01,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG4,Milk and milk products,3316,Vitamin B6 apparent intake,6209A,Average,mg/cap/d,0.02,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG4,Milk and milk products,3316,Vitamin B6 apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0.01,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
