Area,Food Group Indicator,Unit,Value
Senegal,Calcium apparent intake of Foods for particular nutritional uses,mg/cap/d,2.0
Senegal,Calcium apparent intake of Food additives,mg/cap/d,0.0
Senegal,Calcium apparent intake of Miscellaneous,mg/cap/d,76.0
Senegal,Iron apparent intake of All food groups,mg/cap/d,16.7
Senegal,Iron apparent intake of All food groups (excluding beverages),mg/cap/d,16.3
Senegal,Iron apparent intake of Cereals and their products,mg/cap/d,8.9
Senegal,"Iron apparent intake of Roots, tubers, plantains and their products",mg/cap/d,0.4
Senegal,"Iron apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,0.9
Senegal,Iron apparent intake of Milk and milk products,mg/cap/d,0.1
Senegal,Iron apparent intake of Eggs and their products,mg/cap/d,0.0
Senegal,"Iron apparent intake of Fish, shellfish and their products",mg/cap/d,0.7
Senegal,Iron apparent intake of Meat and meat products,mg/cap/d,0.3
Senegal,Iron apparent intake of Vegetables and their products,mg/cap/d,1.0
Senegal,Iron apparent intake of Fruits and their products,mg/cap/d,0.1
Senegal,Iron apparent intake of Fats and oils,mg/cap/d,0.0
Senegal,Iron apparent intake of Sweets and sugars,mg/cap/d,0.1
Senegal,Iron apparent intake of Spices and condiments,mg/cap/d,0.7
Senegal,Iron apparent intake of Beverages,mg/cap/d,0.4
Senegal,Iron apparent intake of Foods for particular nutritional uses,mg/cap/d,0.1
Senegal,Iron apparent intake of Food additives,mg/cap/d,0.0
Senegal,Iron apparent intake of Miscellaneous,mg/cap/d,3.1
Senegal,Zinc apparent intake of All food groups,mg/cap/d,9.33
Senegal,Zinc apparent intake of All food groups (excluding beverages),mg/cap/d,9.21
Senegal,Zinc apparent intake of Cereals and their products,mg/cap/d,4.58
Senegal,"Zinc apparent intake of Roots, tubers, plantains and their products",mg/cap/d,0.21
Senegal,"Zinc apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,0.63
Senegal,Zinc apparent intake of Milk and milk products,mg/cap/d,0.28
Senegal,Zinc apparent intake of Eggs and their products,mg/cap/d,0.03
Senegal,"Zinc apparent intake of Fish, shellfish and their products",mg/cap/d,0.65
Senegal,Zinc apparent intake of Meat and meat products,mg/cap/d,0.42
Senegal,Zinc apparent intake of Vegetables and their products,mg/cap/d,0.28
Senegal,Zinc apparent intake of Fruits and their products,mg/cap/d,0.03
Senegal,Zinc apparent intake of Fats and oils,mg/cap/d,0.01
Senegal,Zinc apparent intake of Sweets and sugars,mg/cap/d,0.04
Senegal,Zinc apparent intake of Spices and condiments,mg/cap/d,0.13
Senegal,Zinc apparent intake of Beverages,mg/cap/d,0.12
Senegal,Zinc apparent intake of Foods for particular nutritional uses,mg/cap/d,0.01
Senegal,Zinc apparent intake of Food additives,mg/cap/d,0.0
Senegal,Zinc apparent intake of Miscellaneous,mg/cap/d,1.9
Senegal,Magnesium apparent intake of All food groups,mg/cap/d,344.0
Senegal,Magnesium apparent intake of All food groups (excluding beverages),mg/cap/d,332.0
Senegal,Magnesium apparent intake of Cereals and their products,mg/cap/d,153.0
Senegal,"Magnesium apparent intake of Roots, tubers, plantains and their products",mg/cap/d,6.0
Senegal,"Magnesium apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,41.0
Senegal,Magnesium apparent intake of Milk and milk products,mg/cap/d,8.0
Senegal,Magnesium apparent intake of Eggs and their products,mg/cap/d,0.0
Senegal,"Magnesium apparent intake of Fish, shellfish and their products",mg/cap/d,16.0
Senegal,Magnesium apparent intake of Meat and meat products,mg/cap/d,4.0
Senegal,Magnesium apparent intake of Vegetables and their products,mg/cap/d,23.0
Senegal,Magnesium apparent intake of Fruits and their products,mg/cap/d,4.0
Senegal,Magnesium apparent intake of Fats and oils,mg/cap/d,0.0
Senegal,Magnesium apparent intake of Sweets and sugars,mg/cap/d,1.0
Senegal,Magnesium apparent intake of Spices and condiments,mg/cap/d,11.0
Senegal,Magnesium apparent intake of Beverages,mg/cap/d,12.0
Senegal,Magnesium apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
Senegal,Magnesium apparent intake of Food additives,mg/cap/d,0.0
Senegal,Magnesium apparent intake of Miscellaneous,mg/cap/d,65.0
Senegal,Phosphorus apparent intake of All food groups,mg/cap/d,1265.0
Senegal,Phosphorus apparent intake of All food groups (excluding beverages),mg/cap/d,1242.0
Senegal,Phosphorus apparent intake of Cereals and their products,mg/cap/d,569.0
Senegal,"Phosphorus apparent intake of Roots, tubers, plantains and their products",mg/cap/d,12.0
Senegal,"Phosphorus apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,85.0
Senegal,Phosphorus apparent intake of Milk and milk products,mg/cap/d,60.0
Senegal,Phosphorus apparent intake of Eggs and their products,mg/cap/d,5.0
Senegal,"Phosphorus apparent intake of Fish, shellfish and their products",mg/cap/d,153.0
Senegal,Phosphorus apparent intake of Meat and meat products,mg/cap/d,31.0
Senegal,Phosphorus apparent intake of Vegetables and their products,mg/cap/d,42.0
Senegal,Phosphorus apparent intake of Fruits and their products,mg/cap/d,5.0
Senegal,Phosphorus apparent intake of Fats and oils,mg/cap/d,1.0
Senegal,Phosphorus apparent intake of Sweets and sugars,mg/cap/d,4.0
Senegal,Phosphorus apparent intake of Spices and condiments,mg/cap/d,16.0
Senegal,Phosphorus apparent intake of Beverages,mg/cap/d,23.0
Senegal,Phosphorus apparent intake of Foods for particular nutritional uses,mg/cap/d,1.0
Senegal,Phosphorus apparent intake of Food additives,mg/cap/d,0.0
Senegal,Phosphorus apparent intake of Miscellaneous,mg/cap/d,257.0
Senegal,Potassium apparent intake of All food groups,mg/cap/d,1988.0
Senegal,Potassium apparent intake of All food groups (excluding beverages),mg/cap/d,1844.0
Senegal,Potassium apparent intake of Cereals and their products,mg/cap/d,566.0
Senegal,"Potassium apparent intake of Roots, tubers, plantains and their products",mg/cap/d,84.0
Senegal,"Potassium apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,184.0
Senegal,Potassium apparent intake of Milk and milk products,mg/cap/d,94.0
Senegal,Potassium apparent intake of Eggs and their products,mg/cap/d,3.0
Senegal,"Potassium apparent intake of Fish, shellfish and their products",mg/cap/d,135.0
Senegal,Potassium apparent intake of Meat and meat products,mg/cap/d,46.0
Senegal,Potassium apparent intake of Vegetables and their products,mg/cap/d,262.0
Senegal,Potassium apparent intake of Fruits and their products,mg/cap/d,52.0
Senegal,Potassium apparent intake of Fats and oils,mg/cap/d,0.0
Senegal,Potassium apparent intake of Sweets and sugars,mg/cap/d,8.0
Senegal,Potassium apparent intake of Spices and condiments,mg/cap/d,53.0
Senegal,Potassium apparent intake of Beverages,mg/cap/d,144.0
Senegal,Potassium apparent intake of Foods for particular nutritional uses,mg/cap/d,2.0
Senegal,Potassium apparent intake of Food additives,mg/cap/d,2.0
Senegal,Potassium apparent intake of Miscellaneous,mg/cap/d,354.0
Senegal,Thiamin apparent intake of All food groups,mg/cap/d,1.06
Senegal,Thiamin apparent intake of All food groups (excluding beverages),mg/cap/d,1.05
Senegal,Thiamin apparent intake of Cereals and their products,mg/cap/d,0.56
Senegal,"Thiamin apparent intake of Roots, tubers, plantains and their products",mg/cap/d,0.02
Senegal,"Thiamin apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,0.1
Senegal,Thiamin apparent intake of Milk and milk products,mg/cap/d,0.02
Senegal,Thiamin apparent intake of Eggs and their products,mg/cap/d,0.0
Senegal,"Thiamin apparent intake of Fish, shellfish and their products",mg/cap/d,0.02
Senegal,Thiamin apparent intake of Meat and meat products,mg/cap/d,0.02
Senegal,Thiamin apparent intake of Vegetables and their products,mg/cap/d,0.05
Senegal,Thiamin apparent intake of Fruits and their products,mg/cap/d,0.01
Senegal,Thiamin apparent intake of Fats and oils,mg/cap/d,0.0
Senegal,Thiamin apparent intake of Sweets and sugars,mg/cap/d,0.01
Senegal,Thiamin apparent intake of Spices and condiments,mg/cap/d,0.01
Senegal,Thiamin apparent intake of Beverages,mg/cap/d,0.01
Senegal,Thiamin apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
Senegal,Thiamin apparent intake of Food additives,mg/cap/d,0.0
Senegal,Thiamin apparent intake of Miscellaneous,mg/cap/d,0.22
Senegal,Riboflavin apparent intake of All food groups,mg/cap/d,0.74
Senegal,Riboflavin apparent intake of All food groups (excluding beverages),mg/cap/d,0.7
Senegal,Riboflavin apparent intake of Cereals and their products,mg/cap/d,0.2
Senegal,"Riboflavin apparent intake of Roots, tubers, plantains and their products",mg/cap/d,0.01
Senegal,"Riboflavin apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,0.03
Senegal,Riboflavin apparent intake of Milk and milk products,mg/cap/d,0.1
Senegal,Riboflavin apparent intake of Eggs and their products,mg/cap/d,0.01
Senegal,"Riboflavin apparent intake of Fish, shellfish and their products",mg/cap/d,0.06
Senegal,Riboflavin apparent intake of Meat and meat products,mg/cap/d,0.03
Senegal,Riboflavin apparent intake of Vegetables and their products,mg/cap/d,0.07
Senegal,Riboflavin apparent intake of Fruits and their products,mg/cap/d,0.01
Senegal,Riboflavin apparent intake of Fats and oils,mg/cap/d,0.0
Senegal,Riboflavin apparent intake of Sweets and sugars,mg/cap/d,0.02
Senegal,Riboflavin apparent intake of Spices and condiments,mg/cap/d,0.03
Senegal,Riboflavin apparent intake of Beverages,mg/cap/d,0.04
Senegal,Riboflavin apparent intake of Foods for particular nutritional uses,mg/cap/d,0.01
Senegal,Riboflavin apparent intake of Food additives,mg/cap/d,0.0
Senegal,Riboflavin apparent intake of Miscellaneous,mg/cap/d,0.12
Senegal,Vitamin C apparent intake of All food groups,mg/cap/d,50.0
Senegal,Vitamin C apparent intake of All food groups (excluding beverages),mg/cap/d,48.0
Senegal,Vitamin C apparent intake of Cereals and their products,mg/cap/d,1.0
Senegal,"Vitamin C apparent intake of Roots, tubers, plantains and their products",mg/cap/d,7.0
Senegal,"Vitamin C apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,0.0
Senegal,Vitamin C apparent intake of Milk and milk products,mg/cap/d,1.0
Senegal,Vitamin C apparent intake of Eggs and their products,mg/cap/d,0.0
Senegal,"Vitamin C apparent intake of Fish, shellfish and their products",mg/cap/d,0.0
Senegal,Vitamin C apparent intake of Meat and meat products,mg/cap/d,0.0
Senegal,Vitamin C apparent intake of Vegetables and their products,mg/cap/d,23.0
Senegal,Vitamin C apparent intake of Fruits and their products,mg/cap/d,8.0
Senegal,Vitamin C apparent intake of Fats and oils,mg/cap/d,0.0
Senegal,Vitamin C apparent intake of Sweets and sugars,mg/cap/d,0.0
Senegal,Vitamin C apparent intake of Spices and condiments,mg/cap/d,2.0
Senegal,Vitamin C apparent intake of Beverages,mg/cap/d,2.0
Senegal,Vitamin C apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
Senegal,Vitamin C apparent intake of Food additives,mg/cap/d,0.0
Senegal,Vitamin C apparent intake of Miscellaneous,mg/cap/d,7.0
Senegal,Vitamin B12 apparent intake of All food groups,µg/cap/d,5.17
Senegal,Vitamin B12 apparent intake of All food groups (excluding beverages),µg/cap/d,5.14
Senegal,Vitamin B12 apparent intake of Cereals and their products,µg/cap/d,0.02
Senegal,"Vitamin B12 apparent intake of Roots, tubers, plantains and their products",µg/cap/d,0.0
Senegal,"Vitamin B12 apparent intake of Pulses, seeds and nuts and their products",µg/cap/d,0.0
Senegal,Vitamin B12 apparent intake of Milk and milk products,µg/cap/d,0.17
Senegal,Vitamin B12 apparent intake of Eggs and their products,µg/cap/d,0.03
Senegal,"Vitamin B12 apparent intake of Fish, shellfish and their products",µg/cap/d,3.95
Senegal,Vitamin B12 apparent intake of Meat and meat products,µg/cap/d,0.4
Senegal,Vitamin B12 apparent intake of Vegetables and their products,µg/cap/d,0.0
Senegal,Vitamin B12 apparent intake of Fruits and their products,µg/cap/d,0.0
Senegal,Vitamin B12 apparent intake of Fats and oils,µg/cap/d,0.0
Senegal,Vitamin B12 apparent intake of Sweets and sugars,µg/cap/d,0.01
Senegal,Vitamin B12 apparent intake of Spices and condiments,µg/cap/d,0.01
Senegal,Vitamin B12 apparent intake of Beverages,µg/cap/d,0.03
Senegal,Vitamin B12 apparent intake of Foods for particular nutritional uses,µg/cap/d,0.0
Senegal,Vitamin B12 apparent intake of Food additives,µg/cap/d,0.0
Senegal,Vitamin B12 apparent intake of Miscellaneous,µg/cap/d,0.55
Senegal,Vitamin A apparent intake (retinol equivalents) of All food groups,µg/cap/d,1237.0
Senegal,Vitamin A apparent intake (retinol equivalents) of All food groups (excluding beverages),µg/cap/d,1233.0
Senegal,Vitamin A apparent intake (retinol equivalents) of Cereals and their products,µg/cap/d,3.0
Senegal,"Vitamin A apparent intake (retinol equivalents) of Roots, tubers, plantains and their products",µg/cap/d,72.0
Senegal,"Vitamin A apparent intake (retinol equivalents) of Pulses, seeds and nuts and their products",µg/cap/d,1.0
Senegal,Vitamin A apparent intake (retinol equivalents) of Milk and milk products,µg/cap/d,25.0
Senegal,Vitamin A apparent intake (retinol equivalents) of Eggs and their products,µg/cap/d,2.0
Senegal,"Vitamin A apparent intake (retinol equivalents) of Fish, shellfish and their products",µg/cap/d,16.0
Senegal,Vitamin A apparent intake (retinol equivalents) of Meat and meat products,µg/cap/d,23.0
Senegal,Vitamin A apparent intake (retinol equivalents) of Vegetables and their products,µg/cap/d,239.0
Senegal,Vitamin A apparent intake (retinol equivalents) of Fruits and their products,µg/cap/d,47.0
Senegal,Vitamin A apparent intake (retinol equivalents) of Fats and oils,µg/cap/d,570.0
Senegal,Vitamin A apparent intake (retinol equivalents) of Sweets and sugars,µg/cap/d,2.0
Senegal,Vitamin A apparent intake (retinol equivalents) of Spices and condiments,µg/cap/d,24.0
Senegal,Vitamin A apparent intake (retinol equivalents) of Beverages,µg/cap/d,4.0
Senegal,Vitamin A apparent intake (retinol equivalents) of Foods for particular nutritional uses,µg/cap/d,1.0
Senegal,Vitamin A apparent intake (retinol equivalents) of Food additives,µg/cap/d,0.0
Senegal,Vitamin A apparent intake (retinol equivalents) of Miscellaneous,µg/cap/d,209.0
Senegal,Vitamin A apparent intake (retinol activity equivalents) of All food groups,µg/cap/d,867.0
Senegal,Vitamin A apparent intake (retinol activity equivalents) of All food groups (excluding beverages),µg/cap/d,864.0
Senegal,Vitamin A apparent intake (retinol activity equivalents) of Cereals and their products,µg/cap/d,2.0
Senegal,"Vitamin A apparent intake (retinol activity equivalents) of Roots, tubers, plantains and their products",µg/cap/d,36.0
Senegal,"Vitamin A apparent intake (retinol activity equivalents) of Pulses, seeds and nuts and their products",µg/cap/d,0.0
Senegal,Vitamin A apparent intake (retinol activity equivalents) of Milk and milk products,µg/cap/d,24.0
Senegal,Vitamin A apparent intake (retinol activity equivalents) of Eggs and their products,µg/cap/d,2.0
Senegal,"Vitamin A apparent intake (retinol activity equivalents) of Fish, shellfish and their products",µg/cap/d,16.0
Senegal,Vitamin A apparent intake (retinol activity equivalents) of Meat and meat products,µg/cap/d,22.0
Senegal,Vitamin A apparent intake (retinol activity equivalents) of Vegetables and their products,µg/cap/d,120.0
Senegal,Vitamin A apparent intake (retinol activity equivalents) of Fruits and their products,µg/cap/d,23.0
Senegal,Vitamin A apparent intake (retinol activity equivalents) of Fats and oils,µg/cap/d,451.0
Senegal,Vitamin A apparent intake (retinol activity equivalents) of Sweets and sugars,µg/cap/d,2.0
Senegal,Vitamin A apparent intake (retinol activity equivalents) of Spices and condiments,µg/cap/d,12.0
Senegal,Vitamin A apparent intake (retinol activity equivalents) of Beverages,µg/cap/d,3.0
Senegal,Vitamin A apparent intake (retinol activity equivalents) of Foods for particular nutritional uses,µg/cap/d,0.0
Senegal,Vitamin A apparent intake (retinol activity equivalents) of Food additives,µg/cap/d,0.0
Senegal,Vitamin A apparent intake (retinol activity equivalents) of Miscellaneous,µg/cap/d,152.0
Senegal,"Food, edible, apparent consumption of Cereals and their products",g/cap/d,311.4
Senegal,"Food, edible, apparent consumption of Roots, tubers, plantains and their products",g/cap/d,28.2
Senegal,"Food, edible, apparent consumption of Pulses, seeds and nuts and their products",g/cap/d,20.7
Senegal,"Food, edible, apparent consumption of Milk and milk products",g/cap/d,21.4
Senegal,"Food, edible, apparent consumption of Eggs and their products",g/cap/d,2.2
Senegal,"Food, edible, apparent consumption of Fish, shellfish and their products",g/cap/d,41.0
Senegal,"Food, edible, apparent consumption of Meat and meat products",g/cap/d,17.1
Senegal,"Food, edible, apparent consumption of Vegetables and their products",g/cap/d,94.1
Senegal,"Food, edible, apparent consumption of Fruits and their products",g/cap/d,30.0
Senegal,"Food, edible, apparent consumption of Fats and oils",g/cap/d,44.1
Senegal,"Food, edible, apparent consumption of Sweets and sugars",g/cap/d,44.7
Senegal,"Food, edible, apparent consumption of Spices and condiments",g/cap/d,18.6
Senegal,"Food, edible, apparent consumption of Beverages",g/cap/d,56.6
Senegal,"Food, edible, apparent consumption of Foods for particular nutritional uses",g/cap/d,0.3
Senegal,"Food, edible, apparent consumption of Food additives",g/cap/d,0.2
Solomon Islands,Energy apparent intake of All food groups,kcal/cap/d,2602.0
Solomon Islands,Energy apparent intake of All food groups (excluding beverages),kcal/cap/d,2592.0
Solomon Islands,Energy apparent intake of Cereals and their products,kcal/cap/d,629.0
Solomon Islands,"Energy apparent intake of Roots, tubers, plantains and their products",kcal/cap/d,954.0
Solomon Islands,"Energy apparent intake of Pulses, seeds and nuts and their products",kcal/cap/d,512.0
Solomon Islands,Energy apparent intake of Milk and milk products,kcal/cap/d,0.0
Solomon Islands,Energy apparent intake of Eggs and their products,kcal/cap/d,2.0
Solomon Islands,"Energy apparent intake of Fish, shellfish and their products",kcal/cap/d,179.0
Solomon Islands,Energy apparent intake of Meat and meat products,kcal/cap/d,16.0
Solomon Islands,Energy apparent intake of Vegetables and their products,kcal/cap/d,32.0
Solomon Islands,Energy apparent intake of Fruits and their products,kcal/cap/d,46.0
Solomon Islands,Energy apparent intake of Fats and oils,kcal/cap/d,28.0
Solomon Islands,Energy apparent intake of Sweets and sugars,kcal/cap/d,132.0
Solomon Islands,Energy apparent intake of Spices and condiments,kcal/cap/d,1.0
Solomon Islands,Energy apparent intake of Beverages,kcal/cap/d,10.0
Solomon Islands,Energy apparent intake of Food additives,kcal/cap/d,0.0
Solomon Islands,Energy apparent intake of Composite dishes,kcal/cap/d,21.0
Solomon Islands,Energy apparent intake of Savoury snacks,kcal/cap/d,0.0
Solomon Islands,Energy apparent intake of Miscellaneous,kcal/cap/d,40.0
Solomon Islands,Protein apparent intake of All food groups,g/cap/d,69.3
Solomon Islands,Protein apparent intake of All food groups (excluding beverages),g/cap/d,68.9
Solomon Islands,Protein apparent intake of Cereals and their products,g/cap/d,14.5
Solomon Islands,"Protein apparent intake of Roots, tubers, plantains and their products",g/cap/d,11.9
Solomon Islands,"Protein apparent intake of Pulses, seeds and nuts and their products",g/cap/d,5.4
Solomon Islands,Protein apparent intake of Milk and milk products,g/cap/d,0.0
Solomon Islands,Protein apparent intake of Eggs and their products,g/cap/d,0.1
Solomon Islands,"Protein apparent intake of Fish, shellfish and their products",g/cap/d,29.0
Solomon Islands,Protein apparent intake of Meat and meat products,g/cap/d,1.5
Solomon Islands,Protein apparent intake of Vegetables and their products,g/cap/d,2.3
Solomon Islands,Protein apparent intake of Fruits and their products,g/cap/d,0.6
Solomon Islands,Protein apparent intake of Fats and oils,g/cap/d,0.0
Solomon Islands,Protein apparent intake of Sweets and sugars,g/cap/d,1.2
Solomon Islands,Protein apparent intake of Spices and condiments,g/cap/d,0.0
Solomon Islands,Protein apparent intake of Beverages,g/cap/d,0.4
Solomon Islands,Protein apparent intake of Food additives,g/cap/d,0.0
Solomon Islands,Protein apparent intake of Composite dishes,g/cap/d,1.2
Solomon Islands,Protein apparent intake of Savoury snacks,g/cap/d,0.0
Solomon Islands,Protein apparent intake of Miscellaneous,g/cap/d,1.1
Solomon Islands,Fat apparent intake of All food groups,g/cap/d,70.1
Solomon Islands,Fat apparent intake of All food groups (excluding beverages),g/cap/d,69.8
Solomon Islands,Fat apparent intake of Cereals and their products,g/cap/d,3.6
Solomon Islands,"Fat apparent intake of Roots, tubers, plantains and their products",g/cap/d,2.2
Solomon Islands,"Fat apparent intake of Pulses, seeds and nuts and their products",g/cap/d,47.5
Solomon Islands,Fat apparent intake of Milk and milk products,g/cap/d,0.0
Solomon Islands,Fat apparent intake of Eggs and their products,g/cap/d,0.1
Solomon Islands,"Fat apparent intake of Fish, shellfish and their products",g/cap/d,6.5
Solomon Islands,Fat apparent intake of Meat and meat products,g/cap/d,1.1
Solomon Islands,Fat apparent intake of Vegetables and their products,g/cap/d,0.4
Solomon Islands,Fat apparent intake of Fruits and their products,g/cap/d,0.3
Solomon Islands,Fat apparent intake of Fats and oils,g/cap/d,3.1
Solomon Islands,Fat apparent intake of Sweets and sugars,g/cap/d,3.1
Solomon Islands,Fat apparent intake of Spices and condiments,g/cap/d,0.0
Solomon Islands,Fat apparent intake of Beverages,g/cap/d,0.3
Solomon Islands,Fat apparent intake of Food additives,g/cap/d,0.0
Solomon Islands,Fat apparent intake of Composite dishes,g/cap/d,0.8
Solomon Islands,Fat apparent intake of Savoury snacks,g/cap/d,0.0
Solomon Islands,Fat apparent intake of Miscellaneous,g/cap/d,1.0
Solomon Islands,Carbohydrate (available) apparent intake of All food groups,g/cap/d,408.3
Solomon Islands,Carbohydrate (available) apparent intake of All food groups (excluding beverages),g/cap/d,407.2
Solomon Islands,Carbohydrate (available) apparent intake of Cereals and their products,g/cap/d,133.6
Solomon Islands,"Carbohydrate (available) apparent intake of Roots, tubers, plantains and their products",g/cap/d,214.9
Solomon Islands,"Carbohydrate (available) apparent intake of Pulses, seeds and nuts and their products",g/cap/d,10.9
Solomon Islands,Carbohydrate (available) apparent intake of Milk and milk products,g/cap/d,0.0
Solomon Islands,Carbohydrate (available) apparent intake of Eggs and their products,g/cap/d,0.0
Solomon Islands,"Carbohydrate (available) apparent intake of Fish, shellfish and their products",g/cap/d,1.2
Solomon Islands,Carbohydrate (available) apparent intake of Meat and meat products,g/cap/d,0.1
Solomon Islands,Carbohydrate (available) apparent intake of Vegetables and their products,g/cap/d,3.4
Solomon Islands,Carbohydrate (available) apparent intake of Fruits and their products,g/cap/d,9.6
Solomon Islands,Carbohydrate (available) apparent intake of Fats and oils,g/cap/d,0.0
Solomon Islands,Carbohydrate (available) apparent intake of Sweets and sugars,g/cap/d,24.7
Solomon Islands,Carbohydrate (available) apparent intake of Spices and condiments,g/cap/d,0.1
Solomon Islands,Carbohydrate (available) apparent intake of Beverages,g/cap/d,1.1
Solomon Islands,Carbohydrate (available) apparent intake of Food additives,g/cap/d,0.0
Solomon Islands,Carbohydrate (available) apparent intake of Composite dishes,g/cap/d,2.1
Solomon Islands,Carbohydrate (available) apparent intake of Savoury snacks,g/cap/d,0.1
Solomon Islands,Carbohydrate (available) apparent intake of Miscellaneous,g/cap/d,6.5
Solomon Islands,Dietary Fibre apparent intake of All food groups,g/cap/d,29.7
Solomon Islands,Dietary Fibre apparent intake of All food groups (excluding beverages),g/cap/d,29.6
Solomon Islands,Dietary Fibre apparent intake of Cereals and their products,g/cap/d,2.4
Solomon Islands,"Dietary Fibre apparent intake of Roots, tubers, plantains and their products",g/cap/d,12.6
Solomon Islands,"Dietary Fibre apparent intake of Pulses, seeds and nuts and their products",g/cap/d,9.6
Solomon Islands,Dietary Fibre apparent intake of Milk and milk products,g/cap/d,0.0
Solomon Islands,Dietary Fibre apparent intake of Eggs and their products,g/cap/d,0.0
Solomon Islands,"Dietary Fibre apparent intake of Fish, shellfish and their products",g/cap/d,0.0
Solomon Islands,Dietary Fibre apparent intake of Meat and meat products,g/cap/d,0.0
Solomon Islands,Dietary Fibre apparent intake of Vegetables and their products,g/cap/d,2.7
Solomon Islands,Dietary Fibre apparent intake of Fruits and their products,g/cap/d,1.3
Solomon Islands,Dietary Fibre apparent intake of Fats and oils,g/cap/d,0.0
Solomon Islands,Dietary Fibre apparent intake of Sweets and sugars,g/cap/d,0.3
Solomon Islands,Dietary Fibre apparent intake of Spices and condiments,g/cap/d,0.0
Solomon Islands,Dietary Fibre apparent intake of Beverages,g/cap/d,0.1
Solomon Islands,Dietary Fibre apparent intake of Food additives,g/cap/d,0.0
Solomon Islands,Dietary Fibre apparent intake of Composite dishes,g/cap/d,0.1
Solomon Islands,Dietary Fibre apparent intake of Savoury snacks,g/cap/d,0.0
Solomon Islands,Dietary Fibre apparent intake of Miscellaneous,g/cap/d,0.4
Solomon Islands,Calcium apparent intake of All food groups,mg/cap/d,389.0
Solomon Islands,Calcium apparent intake of All food groups (excluding beverages),mg/cap/d,380.0
Solomon Islands,Calcium apparent intake of Cereals and their products,mg/cap/d,22.0
Solomon Islands,"Calcium apparent intake of Roots, tubers, plantains and their products",mg/cap/d,186.0
Solomon Islands,"Calcium apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,26.0
Solomon Islands,Calcium apparent intake of Milk and milk products,mg/cap/d,1.0
Solomon Islands,Calcium apparent intake of Eggs and their products,mg/cap/d,1.0
Solomon Islands,"Calcium apparent intake of Fish, shellfish and their products",mg/cap/d,46.0
Solomon Islands,Calcium apparent intake of Meat and meat products,mg/cap/d,1.0
Solomon Islands,Calcium apparent intake of Vegetables and their products,mg/cap/d,63.0
Solomon Islands,Calcium apparent intake of Fruits and their products,mg/cap/d,14.0
Solomon Islands,Calcium apparent intake of Fats and oils,mg/cap/d,0.0
Solomon Islands,Calcium apparent intake of Sweets and sugars,mg/cap/d,10.0
Solomon Islands,Calcium apparent intake of Spices and condiments,mg/cap/d,2.0
Solomon Islands,Calcium apparent intake of Beverages,mg/cap/d,9.0
Solomon Islands,Calcium apparent intake of Food additives,mg/cap/d,0.0
Solomon Islands,Calcium apparent intake of Composite dishes,mg/cap/d,3.0
Solomon Islands,Calcium apparent intake of Savoury snacks,mg/cap/d,0.0
Solomon Islands,Calcium apparent intake of Miscellaneous,mg/cap/d,5.0
Solomon Islands,Iron apparent intake of All food groups,mg/cap/d,11.7
Solomon Islands,Iron apparent intake of All food groups (excluding beverages),mg/cap/d,11.6
Solomon Islands,Iron apparent intake of Cereals and their products,mg/cap/d,0.5
Solomon Islands,"Iron apparent intake of Roots, tubers, plantains and their products",mg/cap/d,4.0
Solomon Islands,"Iron apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,2.9
Solomon Islands,Iron apparent intake of Milk and milk products,mg/cap/d,0.0
Solomon Islands,Iron apparent intake of Eggs and their products,mg/cap/d,0.0
Solomon Islands,"Iron apparent intake of Fish, shellfish and their products",mg/cap/d,1.8
Solomon Islands,Iron apparent intake of Meat and meat products,mg/cap/d,0.1
Solomon Islands,Iron apparent intake of Vegetables and their products,mg/cap/d,1.3
Solomon Islands,Iron apparent intake of Fruits and their products,mg/cap/d,0.4
Solomon Islands,Iron apparent intake of Fats and oils,mg/cap/d,0.0
Solomon Islands,Iron apparent intake of Sweets and sugars,mg/cap/d,0.3
Solomon Islands,Iron apparent intake of Spices and condiments,mg/cap/d,0.1
Solomon Islands,Iron apparent intake of Beverages,mg/cap/d,0.1
Solomon Islands,Iron apparent intake of Food additives,mg/cap/d,0.0
Solomon Islands,Iron apparent intake of Composite dishes,mg/cap/d,0.1
Solomon Islands,Iron apparent intake of Savoury snacks,mg/cap/d,0.0
Solomon Islands,Iron apparent intake of Miscellaneous,mg/cap/d,0.2
Solomon Islands,Zinc apparent intake of All food groups,mg/cap/d,10.39
Solomon Islands,Zinc apparent intake of All food groups (excluding beverages),mg/cap/d,10.34
Solomon Islands,Zinc apparent intake of Cereals and their products,mg/cap/d,2.21
Solomon Islands,"Zinc apparent intake of Roots, tubers, plantains and their products",mg/cap/d,4.8
Solomon Islands,"Zinc apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,0.87
